CustomerID,Recency,Quantity,UnitPrice,TotalPrice,ItemsInCart,CouponUsed,OrderCompleted,Product_Chair,Product_Desk,Product_Laptop,Product_Monitor,Product_Phone,Product_Printer,Product_Tablet,PaymentMethod_Cash,PaymentMethod_Credit Card,PaymentMethod_Debit Card,PaymentMethod_Gift Card,PaymentMethod_Online,OrderStatus_Cancelled,OrderStatus_Delivered,OrderStatus_Pending,OrderStatus_Returned,OrderStatus_Shipped,ReferralSource_Email,ReferralSource_Facebook,ReferralSource_Google,ReferralSource_Instagram,ReferralSource_Referral,Cluster
C73514,662,3,465.05,1395.15,3,1,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,6
C16775,827,5,670.75,3353.75,8,1,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,4
C33099,185,5,48.38,241.9,9,1,1,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,7
C51157,653,3,592.87,1778.61,3,1,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,6
C74562,436,1,220.77,220.77,5,1,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,2
C95271,55,3,309.22,927.6600000000001,7,1,0,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,6
C81366,912,1,410.6,410.6,2,1,0,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,8
C65905,531,5,190.08,950.4000000000001,9,1,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0
C77272,155,5,498.48,2492.4,8,1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,8
C32580,582,5,374.99,1874.95,9,1,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,3
C47761,835,4,291.35,1165.4,6,1,0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,4
C49187,846,1,535.5,535.5,5,1,0,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,2
C27898,631,5,502.71,2513.55,7,1,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,4
C14683,20,2,534.67,1069.34,7,1,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,6
C58108,812,4,629.34,2517.36,4,1,0,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
C89822,579,1,410.78,410.78,1,1,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,6
C96787,442,2,533.02,1066.04,2,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,0
C86064,726,3,278.04,834.1200000000001,5,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,5
C97148,338,4,283.79,1135.16,8,0,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,4
C91099,237,2,512.65,1025.3,5,1,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,3
C55606,59,4,275.5,1102.0,8,1,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,6
C71486,691,3,469.32,1407.96,3,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,6
C86408,865,4,21.07,84.28,4,1,1,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,5
C52751,613,4,263.93,1055.72,4,1,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,0
C29059,160,3,501.3,1503.9,3,1,0,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,6
C72862,905,1,84.8,84.8,5,0,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,2
C96257,826,4,450.75,1803.0,6,1,0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,2
C87432,11,4,302.05,1208.2,6,1,0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,1
C16253,8,2,199.7,399.4,4,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0
C79909,697,2,68.81,137.62,5,1,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,4
C73370,430,1,44.35,44.35,1,1,0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,0
C50682,217,2,250.98,501.96,5,0,1,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,5
C21905,558,1,298.06,298.06,3,1,0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,2
C61440,813,1,583.9,583.9,1,0,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,3
C33110,31,3,528.14,1584.42,3,1,1,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,5
C80004,591,3,684.14,2052.42,3,1,0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,4
C86374,664,5,272.77,1363.85,7,1,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,6
C66521,383,4,400.07,1600.28,5,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,1
C63365,697,5,219.78,1098.9,8,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,6
C85929,486,3,146.91,440.73,6,1,1,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,5
C84645,62,2,411.49,822.98,4,0,0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,2
C46316,56,2,465.18,930.36,2,1,0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,0
C35100,198,2,319.91,639.82,3,1,0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,3
C39671,552,1,217.56,217.56,3,0,1,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,5
C25503,566,2,105.57,211.14,5,1,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,3
C32960,578,5,444.76,2223.8,7,0,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,4
C77736,180,2,399.04,798.08,3,1,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1
C71570,195,4,534.48,2137.92,9,1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,1
C73587,712,4,408.21,1632.84,9,0,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,3
C62740,855,1,424.4,424.4,6,1,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,3
C58808,235,2,269.83,539.66,4,1,1,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,5
C50422,130,2,564.58,1129.16,4,1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,8
C23334,411,1,331.06,331.06,5,1,0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,2
C48965,609,1,299.35,299.35,5,1,0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,4
C38669,865,4,101.32,405.28,7,0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,8
C35091,459,1,211.14,211.14,1,1,0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,8
C82313,705,3,65.86,197.58,8,1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,1
C99589,7,1,641.39,641.39,1,0,0,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,2
C70566,551,5,536.58,2682.9,5,1,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,6
C60355,290,2,500.29,1000.58,7,1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,8
C28889,119,3,86.29,258.87,6,1,1,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,5
C88304,766,2,384.14,768.28,2,1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,1
C49517,178,1,594.96,594.96,6,0,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,4
C35785,450,1,427.82,427.82,2,1,1,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,5
C80223,88,4,662.94,2651.76,8,1,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,6
C20448,686,2,148.22,296.44,7,1,1,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,5
C34134,86,1,254.12,254.12,1,1,1,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,5
C95901,464,3,664.46,1993.38,4,1,1,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,5
C51145,441,4,600.81,2403.24,9,1,1,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,7
C78170,143,5,68.34,341.7,6,1,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,1
C80151,3,4,430.83,1723.32,8,1,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,2
C55632,696,5,431.69,2158.45,10,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,1
C53070,446,4,512.06,2048.24,5,1,1,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,7
C27401,219,3,539.91,1619.73,8,0,1,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,7
C87216,836,5,316.07,1580.35,10,0,0,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,2
C38966,304,5,404.39,2021.95,10,0,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,4
C16612,104,1,600.54,600.54,4,1,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,6
C39246,439,5,186.28,931.4,8,1,1,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,7
C65180,453,4,214.54,858.16,7,0,0,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,2
C46877,149,1,210.7,210.7,2,1,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,0
C30334,572,2,133.55,267.1,7,1,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,3
C21227,874,1,590.87,590.87,6,1,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,1
C97715,108,2,363.91,727.82,2,1,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,1
C48939,727,5,429.45,2147.25,5,1,0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,4
C35483,304,3,223.7,671.0999999999999,3,1,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,4
C51494,115,2,488.87,977.74,4,1,0,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,0
C58410,690,1,645.46,645.46,5,1,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,6
C11644,711,1,46.66,46.66,6,0,0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,4
C53501,388,1,249.57,249.57,3,1,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,8
